ProlificID,SyntheticPersonID,AttnCheck,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Condition
P000096,3369,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Control
P000096,5330,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Control
P000096,8505,,Moderately harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Control
P000096,17399,,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Control
P000097,10791,,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Sensitive
P000097,10408,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Sensitive
P000097,15370,,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Sensitive
P000097,15338,,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Sensitive
P000097,2707,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Sensitive
P000097,213,,Moderately harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Extremely harmful,Extremely harmful,Sensitive
P000097,12811,,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Moderately harmful,Extremely harmful,Sensitive
P000097,5996,,Slightly harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Sensitive
P000097,17494,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Sensitive
P000097,18690,i hope they catch hackers,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Extremely harmful,Extremely harmful,Sensitive
P000097,1770,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Sensitive
P000097,402,,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Sensitive
P000097,14520,,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Moderately harmful,Moderately harmful,Sensitive
P000097,10034,,Not at all harmful,Not at all harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Sensitive
P000097,7882,,Not at all harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Sensitive
P000097,9875,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Sensitive
P000097,2893,,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Sensitive
P000097,15278,,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Sensitive
P000097,17460,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Sensitive
P000097,10751,Green,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Sensitive
P000097,3821,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Sensitive
P000097,1596,,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Sensitive
P000097,19791,,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Sensitive
P000097,13584,,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Very harmful,Moderately harmful,Sensitive
P000097,5736,,Very harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Sensitive
P000097,1184,,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Extremely harmful,Sensitive
P000097,12571,,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Sensitive
P000097,16111,,Not at all harmful,Slightly harmful,Slightly harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Sensitive
P000098,10791,,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Very harmful,Moderately harmful,Sensitive
P000098,10408,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Very harmful,Sensitive
P000098,15370,,Extremely harmful,Slightly harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Very harmful,Sensitive
P000098,15338,,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Slightly harmful,Sensitive
P000098,2707,,Extremely harmful,Very harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Extremely harmful,Sensitive
P000098,213,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Slightly harmful,Very harmful,Moderately harmful,Very harmful,Sensitive
P000098,12811,,Extremely harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Sensitive
P000098,5996,,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Sensitive
P000098,17494,,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Sensitive
P000098,18690,I hope they fulfil the promises they made,Extremely harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Extremely harmful,Very harmful,Sensitive
P000098,1770,,Extremely harmful,Very harmful,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Sensitive
P000098,402,,Extremely harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Sensitive
P000098,14520,,Extremely harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Sensitive
P000098,10034,,Extremely harmful,Slightly harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Extremely harmful,Sensitive
P000098,7882,,Extremely harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Sensitive
P000098,9875,,Very harmful,Moderately harmful,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Sensitive
P000098,2893,,Extremely harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Sensitive
P000098,15278,,Extremely harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Sensitive
P000098,17460,,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Sensitive
P000098,10751,Green,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Sensitive
P000098,3821,,Extremely harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Very harmful,Moderately harmful,Extremely harmful,Sensitive
P000098,1596,,Very harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Sensitive
P000098,19791,,Extremely harmful,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Slightly harmful,Very harmful,Slightly harmful,Sensitive
P000098,13584,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Sensitive
P000098,5736,,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Extremely harmful,Sensitive
P000098,1184,,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Very harmful,Sensitive
P000098,12571,,Extremely harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Very harmful,Sensitive
P000098,16111,,Extremely harmful,Very harmful,Extremely harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Sensitive
P000099,10791,,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,10408,,Very harmful,Moderately harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Moderately harmful,Extremely harmful,Sensitive
P000099,15370,,Very harmful,Moderately harmful,Very harmful,Very harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,15338,,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Not at all harmful,Moderately harmful,Moderately harmful,Extremely harmful,Sensitive
P000099,2707,,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Sensitive
P000099,213,,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,12811,,Very harmful,Extremely harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Not at all harmful,Extremely harmful,Sensitive
P000099,5996,,Very harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,17494,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,18690,I hope they're helpful to those who are marginalized and need help financially.,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,1770,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,402,,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,14520,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,10034,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,7882,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,9875,,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,2893,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,15278,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,17460,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Not at all harmful,Not at all harmful,Extremely harmful,Sensitive
P000099,10751,Green,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Not at all harmful,Extremely harmful,Sensitive
P000099,3821,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,1596,,Extremely harmful,Extremely harmful,Very harmful,Moderately harmful,Not at all harmful,Not at all harmful,Not at all harmful,Extremely harmful,Sensitive
P000099,19791,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Not at all harmful,Not at all harmful,Extremely harmful,Sensitive
P000099,13584,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,5736,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Not at all harmful,Not at all harmful,Extremely harmful,Sensitive
P000099,1184,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,12571,,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Extremely harmful,Sensitive
P000099,16111,,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Not at all harmful,Slightly harmful,Not at all harmful,Extremely harmful,Sensitive
P000100,894,,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
P000100,9285,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
P000100,11704,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
P000100,6860,,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
P000100,15072,,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
P000100,10453,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Financial
P000100,614,,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,19352,,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,17556,,Extremely harmful,Moderately harmful,Moderately harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,11376,Get things done.,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Financial
P000100,15621,,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,14003,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,14143,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,3894,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,15139,,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,10773,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,6771,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,5086,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,13309,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,18261,Green,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,12986,,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,5334,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,6045,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Financial
P000100,17252,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Very harmful,Financial
P000100,7654,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,12292,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,5906,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000100,12894,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Financial
P000101,449,,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,4033,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,14402,,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,2242,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,4314,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,8806,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,394,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,10188,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,8742,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,1808,Fulfill their promises ,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,9371,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,8056,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,4600,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,14258,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,14288,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,12577,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,14018,,Moderately harmful,Moderately harmful,Extremely harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,12705,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,19409,,Moderately harmful,Moderately harmful,Extremely harmful,Very harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,15949,Green,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,17433,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,2777,,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,5881,,Moderately harmful,Moderately harmful,Extremely harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,10803,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,18631,,Moderately harmful,Not at all harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,2337,,Moderately harmful,Not at all harmful,Extremely harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,16610,,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000101,4195,,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health
P000102,449,,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Health
P000102,4033,,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Health
P000102,14402,,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Health
P000102,2242,,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Health
P000102,4314,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Health
P000102,8806,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health
P000102,394,,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health
P000102,10188,,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Health
P000102,8742,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Extremely harmful,Health
P000102,1808," I hope they make policies that will favor both the less privileged  and majority of the American citizen. Also, they should make policies that will improve the overall well being of the citizen without being biased.",Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Health
P000102,9371,,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health
P000102,8056,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Health
P000102,4600,,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Health
P000102,14258,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Health
P000102,14288,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Health
P000102,12577,,Very harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Health
P000102,14018,,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Health
P000102,12705,,Very harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health
P000102,19409,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Extremely harmful,Health
P000102,15949,Green,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health
P000102,17433,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Health
P000102,2777,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Health
P000102,5881,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Health
P000102,10803,,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health
P000102,18631,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health
P000102,2337,,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Very harmful,Very harmful,Health
P000102,16610,,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000102,4195,,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000103,449,,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Very harmful,Health
P000103,4033,,Very harmful,Extremely harmful,Very harmful,Slightly harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Health
P000103,14402,,Very harmful,Extremely harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health
P000103,2242,,Extremely harmful,Very harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Very harmful,Health
P000103,4314,,Extremely harmful,Very harmful,Very harmful,Slightly harmful,Not at all harmful,Moderately harmful,Slightly harmful,Very harmful,Health
P000103,8806,,Very harmful,Very harmful,Extremely harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Extremely harmful,Health
P000103,394,,Very harmful,Extremely harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health
P000103,10188,,Very harmful,Extremely harmful,Very harmful,Extremely harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health
P000103,8742,,Extremely harmful,Very harmful,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health
P000103,1808,I hope they get us out of the hole our economy has been put in and start to grow our funds back up.,Very harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health
P000103,9371,,Slightly harmful,Extremely harmful,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health
P000103,8056,,Very harmful,Moderately harmful,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health
P000103,4600,,Slightly harmful,Very harmful,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health
P000103,14258,,Very harmful,Extremely harmful,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Health
P000103,14288,,Extremely harmful,Very harmful,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health
P000103,12577,,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Very harmful,Very harmful,Extremely harmful,Extremely harmful,Health
